created_at,vote_preference,verification_type,candidate_name,ballot_id,box_location,image_url
2025-11-28T11:05:15.297742+00:00,4,Valid,Hennessey,22327,,7-Seater-Election-images-16.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Middleton,22327,,7-Seater-Election-images-16.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Crawford,194862,,7-Seater-Election-images-17.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Daniels,194862,,7-Seater-Election-images-17.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,194862,,7-Seater-Election-images-17.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Power,194862,,7-Seater-Election-images-17.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Dewey,160807,,7-Seater-Election-images-18.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Middleton,160807,,7-Seater-Election-images-18.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Adams,38905,,7-Seater-Election-images-2.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Crawford,38905,,7-Seater-Election-images-2.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Guinness,38905,,7-Seater-Election-images-2.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Hennessey,38905,,7-Seater-Election-images-2.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Power,38905,,7-Seater-Election-images-2.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Tia,38905,,7-Seater-Election-images-2.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Adams,96401,,7-Seater-Election-images-20.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Dewey,96401,,7-Seater-Election-images-20.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Power,96401,,7-Seater-Election-images-20.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Tia,96401,,7-Seater-Election-images-20.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Dewey,25586,,7-Seater-Election-images-21.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Grolish,25586,,7-Seater-Election-images-21.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Hennessey,25586,,7-Seater-Election-images-21.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Tia,25586,,7-Seater-Election-images-21.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Crawford,186638,,7-Seater-Election-images-22.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Dewey,186638,,7-Seater-Election-images-22.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Middleton,186638,,7-Seater-Election-images-22.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Tia,186638,,7-Seater-Election-images-22.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,183307,,7-Seater-Election-images-23.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Hennessey,183307,,7-Seater-Election-images-23.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Power,183307,,7-Seater-Election-images-23.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Tia,183307,,7-Seater-Election-images-23.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Dewey,77443,,7-Seater-Election-images-24.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Middleton,77443,,7-Seater-Election-images-24.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Adams,140902,,7-Seater-Election-images-25.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Crawford,140902,,7-Seater-Election-images-25.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Daniels,140902,,7-Seater-Election-images-25.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Power,140902,,7-Seater-Election-images-25.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Tia,140902,,7-Seater-Election-images-25.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Adams,128232,,7-Seater-Election-images-26.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Daniels,128232,,7-Seater-Election-images-26.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Guinness,128232,,7-Seater-Election-images-26.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Power,128232,,7-Seater-Election-images-26.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Tia,128232,,7-Seater-Election-images-26.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,187163,,7-Seater-Election-images-27.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Grolish,187163,,7-Seater-Election-images-27.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Guinness,187163,,7-Seater-Election-images-27.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Daniels,44412,,7-Seater-Election-images-28.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,44412,,7-Seater-Election-images-28.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Middleton,44412,,7-Seater-Election-images-28.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Power,44412,,7-Seater-Election-images-28.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Tia,44412,,7-Seater-Election-images-28.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,106478,,7-Seater-Election-images-29.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Guinness,106478,,7-Seater-Election-images-29.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Power,106478,,7-Seater-Election-images-29.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Tia,106478,,7-Seater-Election-images-29.jpg
2025-11-28T11:05:15.297742+00:00,7,Valid,Crawford,166983,,7-Seater-Election-images-3.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,166983,,7-Seater-Election-images-3.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Grolish,166983,,7-Seater-Election-images-3.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Guinness,166983,,7-Seater-Election-images-3.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Hennessey,166983,,7-Seater-Election-images-3.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Middleton,166983,,7-Seater-Election-images-3.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Tia,166983,,7-Seater-Election-images-3.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Dewey,16483,,7-Seater-Election-images-30.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Middleton,16483,,7-Seater-Election-images-30.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Tia,16483,,7-Seater-Election-images-30.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Adams,23282,,7-Seater-Election-images-31.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Crawford,23282,,7-Seater-Election-images-31.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Middleton,23282,,7-Seater-Election-images-31.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Tia,23282,,7-Seater-Election-images-31.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Adams,21138,,7-Seater-Election-images-32.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Daniels,21138,,7-Seater-Election-images-32.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,21138,,7-Seater-Election-images-32.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Guinness,21138,,7-Seater-Election-images-32.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Power,21138,,7-Seater-Election-images-32.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Tia,21138,,7-Seater-Election-images-32.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Crawford,170716,,7-Seater-Election-images-33.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Guinness,170716,,7-Seater-Election-images-33.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Adams,168066,,7-Seater-Election-images-34.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,168066,,7-Seater-Election-images-34.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Guinness,168066,,7-Seater-Election-images-34.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Middleton,168066,,7-Seater-Election-images-34.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,55320,,7-Seater-Election-images-35.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Grolish,55320,,7-Seater-Election-images-35.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Hennessey,55320,,7-Seater-Election-images-35.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Adams,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Crawford,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Daniels,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Dewey,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Grolish,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,8,Doubtful,Guinness,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,9,Doubtful,Hennessey,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Power,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Tia,112377,,7-Seater-Election-images-36.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Adams,111430,,7-Seater-Election-images-37.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Crawford,111430,,7-Seater-Election-images-37.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Daniels,111430,,7-Seater-Election-images-37.jpg
2025-11-28T11:05:15.297742+00:00,7,Valid,Dewey,111430,,7-Seater-Election-images-37.jpg
2025-11-28T11:05:15.297742+00:00,8,Valid,Grolish,111430,,7-Seater-Election-images-37.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Middleton,111430,,7-Seater-Election-images-37.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Power,111430,,7-Seater-Election-images-37.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Tia,111430,,7-Seater-Election-images-37.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Adams,14767,,7-Seater-Election-images-38.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Crawford,14767,,7-Seater-Election-images-38.jpg
2025-11-28T11:05:15.297742+00:00,8,Valid,Grolish,14767,,7-Seater-Election-images-38.jpg
2025-11-28T11:05:15.297742+00:00,7,Valid,Guinness,14767,,7-Seater-Election-images-38.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Hennessey,14767,,7-Seater-Election-images-38.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Middleton,14767,,7-Seater-Election-images-38.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Power,14767,,7-Seater-Election-images-38.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Tia,14767,,7-Seater-Election-images-38.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Crawford,184781,,7-Seater-Election-images-39.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Daniels,184781,,7-Seater-Election-images-39.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Dewey,184781,,7-Seater-Election-images-39.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Grolish,184781,,7-Seater-Election-images-39.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Hennessey,184781,,7-Seater-Election-images-39.jpg
2025-11-28T11:05:15.297742+00:00,8,Doubtful,Adams,52714,,7-Seater-Election-images-4.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Crawford,52714,,7-Seater-Election-images-4.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Daniels,52714,,7-Seater-Election-images-4.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Dewey,52714,,7-Seater-Election-images-4.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Guinness,52714,,7-Seater-Election-images-4.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Middleton,52714,,7-Seater-Election-images-4.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Power,52714,,7-Seater-Election-images-4.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Tia,52714,,7-Seater-Election-images-4.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,43082,,7-Seater-Election-images-40.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Guinness,43082,,7-Seater-Election-images-40.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Middleton,43082,,7-Seater-Election-images-40.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Crawford,76047,,7-Seater-Election-images-41.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Daniels,76047,,7-Seater-Election-images-41.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Dewey,76047,,7-Seater-Election-images-41.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Grolish,76047,,7-Seater-Election-images-41.jpg
2025-11-28T11:05:15.297742+00:00,7,Valid,Hennessey,76047,,7-Seater-Election-images-41.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Power,76047,,7-Seater-Election-images-41.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Tia,76047,,7-Seater-Election-images-41.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Crawford,103814,,7-Seater-Election-images-42.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Daniels,103814,,7-Seater-Election-images-42.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Dewey,103814,,7-Seater-Election-images-42.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Guinness,103814,,7-Seater-Election-images-42.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Hennessey,103814,,7-Seater-Election-images-42.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Adams,108208,,7-Seater-Election-images-43.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Crawford,108208,,7-Seater-Election-images-43.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Guinness,108208,,7-Seater-Election-images-43.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Tia,108208,,7-Seater-Election-images-43.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Adams,66314,,7-Seater-Election-images-44.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Crawford,66314,,7-Seater-Election-images-44.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Daniels,66314,,7-Seater-Election-images-44.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Dewey,66314,,7-Seater-Election-images-44.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Grolish,66314,,7-Seater-Election-images-44.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Guinness,66314,,7-Seater-Election-images-44.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Tia,66314,,7-Seater-Election-images-44.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Crawford,134335,,7-Seater-Election-images-45.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Dewey,134335,,7-Seater-Election-images-45.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Guinness,134335,,7-Seater-Election-images-45.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Hennessey,134335,,7-Seater-Election-images-45.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Adams,23407,,7-Seater-Election-images-46.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,23407,,7-Seater-Election-images-46.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Middleton,23407,,7-Seater-Election-images-46.jpg
2025-11-28T11:05:15.297742+00:00,8,Doubtful,Adams,57615,,7-Seater-Election-images-47.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Crawford,57615,,7-Seater-Election-images-47.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Daniels,57615,,7-Seater-Election-images-47.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Dewey,57615,,7-Seater-Election-images-47.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Guinness,57615,,7-Seater-Election-images-47.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Hennessey,57615,,7-Seater-Election-images-47.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Power,57615,,7-Seater-Election-images-47.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Tia,57615,,7-Seater-Election-images-47.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Daniels,48054,,7-Seater-Election-images-48.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Dewey,48054,,7-Seater-Election-images-48.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Grolish,48054,,7-Seater-Election-images-48.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Guinness,48054,,7-Seater-Election-images-48.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Hennessey,48054,,7-Seater-Election-images-48.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Crawford,157407,,7-Seater-Election-images-49.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Daniels,157407,,7-Seater-Election-images-49.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Dewey,157407,,7-Seater-Election-images-49.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Grolish,157407,,7-Seater-Election-images-49.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Hennessey,157407,,7-Seater-Election-images-49.jpg
2025-11-28T11:05:15.297742+00:00,6,Valid,Tia,157407,,7-Seater-Election-images-49.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Adams,197216,,7-Seater-Election-images-5.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Crawford,197216,,7-Seater-Election-images-5.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Dewey,197216,,7-Seater-Election-images-5.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Power,197216,,7-Seater-Election-images-5.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Tia,197216,,7-Seater-Election-images-5.jpg
2025-11-28T11:05:15.297742+00:00,3,Valid,Adams,83861,,7-Seater-Election-images-50.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Crawford,83861,,7-Seater-Election-images-50.jpg
2025-11-28T11:05:15.297742+00:00,4,Valid,Dewey,83861,,7-Seater-Election-images-50.jpg
2025-11-28T11:05:15.297742+00:00,2,Valid,Guinness,83861,,7-Seater-Election-images-50.jpg
2025-11-28T11:05:15.297742+00:00,5,Valid,Hennessey,83861,,7-Seater-Election-images-50.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Adams,165761,,7-Seater-Election-images-51.jpg
2025-11-28T11:05:15.297742+00:00,8,Doubtful,Daniels,165761,,7-Seater-Election-images-51.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Dewey,165761,,7-Seater-Election-images-51.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Hennessey,165761,,7-Seater-Election-images-51.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Middleton,165761,,7-Seater-Election-images-51.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Tia,165761,,7-Seater-Election-images-51.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Daniels,120058,,7-Seater-Election-images-52.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Dewey,120058,,7-Seater-Election-images-52.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Grolish,120058,,7-Seater-Election-images-52.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Guinness,120058,,7-Seater-Election-images-52.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Middleton,120058,,7-Seater-Election-images-52.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Adams,96004,,7-Seater-Election-images-53.jpg
2025-11-28T11:05:15.297742+00:00,7,Doubtful,Crawford,96004,,7-Seater-Election-images-53.jpg
2025-11-28T11:05:15.297742+00:00,6,Doubtful,Daniels,96004,,7-Seater-Election-images-53.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Dewey,96004,,7-Seater-Election-images-53.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Hennessey,96004,,7-Seater-Election-images-53.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Power,96004,,7-Seater-Election-images-53.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Tia,96004,,7-Seater-Election-images-53.jpg
2025-11-28T11:05:15.297742+00:00,1,Valid,Daniels,57751,,7-Seater-Election-images-55.jpg
2025-11-28T11:05:15.297742+00:00,4,Doubtful,Adams,5399,,7-Seater-Election-images-56.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Crawford,5399,,7-Seater-Election-images-56.jpg
2025-11-28T11:05:15.297742+00:00,5,Doubtful,Grolish,5399,,7-Seater-Election-images-56.jpg
2025-11-28T11:05:15.297742+00:00,3,Doubtful,Power,5399,,7-Seater-Election-images-56.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Tia,5399,,7-Seater-Election-images-56.jpg
2025-11-28T11:05:15.297742+00:00,1,Doubtful,Adams,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,10,Doubtful,Crawford,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,9,Doubtful,Daniels,65623,,7-Seater-Election-images-57.jpg
2025-11-28T11:05:15.297742+00:00,2,Doubtful,Dewey,65623,,7-Seater-Election-images-57.jpg
